,match,team,alliance,leave,"ground pick-up","center line pick-up","auto scoring","teleop scoring","stage level",spotlight,"stage time","brick time","defense time","driver skill","defense skill",speed,stability,"intake consistency",scouter,comments,accuracy,timestamp
940,258,115,unknown,true,true,false,"[ss, ss, ss, ss]","[as, as, ss, as, ss, ss, ss]",1,false,3000,0,0,3,0,4,3,3,"26arturov (1072)","4 PC auto, very fast",,1711662967749
941,19,2r,red,true,false,false,"[ss, sm, sm]","[as, as, ss, ss, ss, ss, as, ss, ss, ss, ss, as, as, ts]",2,false,16200,0,0,0,0,0,0,0,"kratosss (4135)","1323",,1711662978084
942,258,115,unknown,false,true,false,"[ss, sm, ss, ss]","[as, as, ss, as, ss, ss, ss]",1,false,9650,4300,0,2,0,3,2,2,"27spencerm (1072)","Fast, over the bumper intake, driver failed to line up with notes 100% of the time but was consistent enough",,1711662980245
943,19,3b,blue,true,true,false,"[ss, ss]","[as, as, ss, as, ss]",1,true,3350,0,0,3,2,3,2,4,"kratoss (4135)","115",,1711662993396
944,19,3r,red,false,true,false,"[ss, sm, sm]","[sm, sm, ss, sm]",2,false,6600,2050,0,2,0,3,3,4,"kratosss (4135)","5171",,1711662995378
945,258,1323,unknown,true,true,true,"[sm, ss, ss]","[as, as, sm, ss, ss, ss, as, ss, ss, ss, ss, ss, sm, as, ts]",2,false,2800,0,0,4,0,4,4,4,"26alviraa (1072)","Another bot blocked it during auton from getting notes at the center line.",,1711663003029
946,19,6665,unknown,true,true,false,"[]","[as, as, as, as]",1,false,32450,12500,12450,2,3,2,4,3,"27urvis (1072)","6665- Mostly defence, didn’t do much in auto, definitely tried to defend against other bots. Entered stage very early, but just parked.",,1711663014628
947,20,6962,unknown,true,true,true,"[ss, ss]","[sm, ss, ss, ss, ss, sm, ss, as, ss, ss, ss]",1,false,0,0,0,3,1,3,2,4,"kratoss (4135)","",,1711663477728
948,259,3669,unknown,false,true,false,"[]","[sm, ss, sm]",0,false,0,0,0,2,0,3,2,3,"25georgec (1072)","",,1711663484912
949,20,3r,red,false,true,false,"[]","[ss, sm, ss, sm, ss]",0,false,0,15200,0,2,0,3,2,3,"kratosss (4135)","3669",,1711663491019
950,20,3b,blue,false,false,false,"[]","[as, as, ss, as]",0,false,0,5350,6300,3,3,4,4,4,"kratoss (4135)","4105",,1711663491159
951,20,100,unknown,false,false,false,"[]","[ss, sm, ss, ss, ss, as]",2,false,1250,0,0,3,0,2,3,4,"25tiffanyg (1072)","- their auton failed since they crashed into their alliance's robot\n- has a bit of a rev time but is a stable speaker shooter",,1711663493540
952,20,5104,unknown,false,true,false,"[ss]","[as, as, ss, sm, as, ss, sa]",0,false,0,20300,0,3,0,4,4,2,"27eval (1072)","Intake broke for the last 20 seconds so it bricked",,1711663515148
953,20,100,unknown,false,true,false,"[ss]","[ss, ss, ss, ss, sa, ss, as]",2,false,3000,0,3000,0,0,0,0,0,"kratosss (4135)","Team 100\nHad two pieces at once and got penalized ",,1711663516010
954,20,2r,red,true,true,true,"[ss]","[as, as, as, ss, ss, ss, ss, ts]",2,false,11950,0,0,0,0,0,0,0,"kratosss (4135)","971\n\n",,1711663527060
955,259,971,unknown,true,true,true,"[ss, ss, sm]","[as, as, as, ss, ss, sa, sm, sm]",2,true,0,0,0,2,0,3,2,4,"27jaydenl (1072)","bumped into a lot of people including his teammates \n971\nDidn’t do defense",,1711663538396
956,21,2035,unknown,false,false,false,"[]","[sm]",1,false,0,0,0,0,0,1,0,0,"25tiffanyg (1072)","- they got opped by madtown since a note flew onto their robot\n- and then they couldnt shoot for the entirety of the match ",,1711663973107
957,21,1323,unknown,true,true,true,"[ss, ss, ss, ss, ss, ss]","[as, as, ss, ss, ss, ss, ss, ts]",2,false,3000,0,0,4,0,4,4,4,"27eval (1072)","",,1711663977215
958,260,852,unknown,false,false,false,"[sm]","[]",1,false,6950,0,75400,1,1,1,1,1,"24aeliyag (1072)","Randomly shot note in the air. The second note got stuck. Then it got unstuck and they played defense",,1711663979456
959,21,1r,red,false,true,false,"[]","[]",1,false,6050,15000,29650,1,2,1,1,0,"kratosss (4135)","852",,1711663980640
960,21,115,unknown,false,true,false,"[]","[as, as, sa, as, as, as, ss]",1,false,1350,0,0,3,0,3,4,4,"25audreyc (1072)","",,1711663980860
961,259,6665,unknown,true,false,false,"[]","[ss, ss, sm, as]",0,false,0,0,0,2,2,2,2,2,"25pranavs (1072)","missed a few shots",,1711663981163
962,21,1323,unknown,true,true,true,"[ss, ss, ss, ss, ss]","[as, as, ss, ss, ss, ss, as, ts]",2,false,0,0,0,4,4,4,4,4,"kratosss (4135)","it’s madtown, shoots a lot of game pieces to their side before getting them later",,1711664000379
963,260,3r,red,false,true,false,"[]","[as, sm, as, ss, as, ss, as, as, sm]",1,false,0,5750,1000,3,2,4,4,3,"kratoss (4135)","115\nMade really cool shot from white line into amp",,1711664020662
964,260,2643,unknown,true,true,false,"[ss]","[as, ss, sa, ss, as, sa, sm, ss, ss]",0,false,0,5550,0,1,0,1,1,3,"27jaydenl (1072)","Slow overall. Not much control and seemed like they couldn’t figure out controls ",,1711664025469
965,261,1b,blue,true,true,false,"[]","[sm, ss]",1,false,0,0,0,1,2,2,3,2,"25pranavs (1072)","struggled with climbing",,1711664491524
966,22,3257,unknown,false,true,false,"[]","[as, as, ss, as]",0,false,29900,0,0,1,0,3,2,3,"25audreyc (1072)","got stuck on stage",,1711664500612
967,22,1r,red,true,true,false,"[]","[as, ss, sa, as, sm, ss, ss, as, ss, sm, ss]",0,false,0,0,0,3,2,3,3,3,"kratosss (4135)","649",,1711664501938
968,22,9006,unknown,true,true,false,"[ss, ss]","[ss, ss, sm, sm, sm, sm, am, am, sm]",0,false,0,3150,0,2,1,2,1,4,"kratosss (4135)","Did relatively good on autonomous. Didn’t do well on teleop",,1711664524217
969,22,649,unknown,false,true,false,"[ss, ss]","[ss, ss, ss, ss, ss]",0,false,0,0,0,3,0,3,2,2,"24aeliyag (1072)","I forgot to scout the first part 😅. But a solid bot. Intake was iffy for a little but then it got fixed",,1711664531373
970,22,9006,unknown,true,true,false,"[ss, ss]","[sm, ss, ss, sm, sm, sm, am, am]",0,false,0,0,0,1,0,3,3,1,"27eval (1072)","Stayed near the speaker the entire game, attempted to shoot but was blocked",,1711664532341
971,261,3r,red,true,true,false,"[]","[as, ss, as]",0,false,0,41100,0,2,1,3,3,2,"kratoss (4135)","3257\nRobot got stuck during Auto",,1711664538830
972,261,253,unknown,true,true,false,"[ss]","[as, am, sa, as, sa]",0,false,0,28450,0,0,0,4,0,2,"27jaydenl (1072)","Bricked. Very fast but uncontrolled. Collided a lot",,1711664549810
973,22,7413,unknown,false,false,false,"[sm]","[]",1,false,0,0,0,0,0,0,1,0,"25tiffanyg (1072)","- something happened with their indexer",,1711664576901
974,23,1r,red,true,true,true,"[ss, ss, ss]","[sm, ss]",2,false,24050,0,0,0,0,0,0,0,"kratosss (4135)","100",,1711664981585
975,23,3369,unknown,false,true,false,"[]","[as, as, sa, ss]",0,false,4850,0,0,2,0,2,3,4,"25audreyc (1072)","",,1711664991333
976,262,1323,unknown,true,true,true,"[]","[sm, ss, ss, ss, ss, ss]",0,false,0,0,0,4,2,3,4,4,"25pranavs (1072)","both fed discs from loading and scored; consistently could score from stage",,1711665004893
977,263,3r,red,false,true,false,"[]","[as, as, ss, ss, ss]",0,false,0,19450,0,2,1,2,3,3,"kratoss (4135)","3669",,1711665009182
978,262,5171,unknown,true,false,false,"[]","[ss, sm, sm, ss, sa, sm, sm, ss]",3,true,13150,5750,0,1,0,2,3,3,"27jaydenl (1072)","Missed a lot of shots and bumped into things ",,1711665010445
979,23,2643,unknown,false,false,false,"[ss]","[sm, ss, ss, ss, as, ss, sa]",0,false,0,10500,0,2,0,3,3,3,"27eval (1072)","",,1711665021114
980,22,100,unknown,false,false,false,"[ss, ss, ss, ss]","[ss, sm, sm, sm]",2,false,1900,0,1700,0,0,0,0,0,"24aeliyag (1072)","Auton was really good, but then their shooter wasn’t tuned properly so it didn’t make :’(",,1711665033132
981,23,2643,unknown,false,true,false,"[ss]","[sm, ss, ss, as, ss, ss, ss, as, ss, sm]",0,false,0,7350,0,4,1,4,3,4,"kratosss (4135)","did amazing ",,1711665062076
982,24,604,unknown,true,true,true,"[sm, ss, ss]","[ss, ss, ss, ss, ss, ss, ss, ss, ss, ss, sm, sm, sm, ts]",2,false,12300,0,0,0,0,0,0,0,"kratosss (4135)","it’s 604. ",,1711665416455
983,24,1r,red,true,true,true,"[sm, sm, sm]","[ss, ss, sm, sm, ss, sm, ss, ss]",1,false,2000,0,0,0,0,0,0,0,"kratosss (4135)","4255",,1711665424401
984,24,4255,unknown,false,false,false,"[sm, sm, sm, sm]","[ss, ss, sm, ss, sm, ss, sm, sa, sa]",1,false,0,0,0,0,0,0,0,0,"24aeliyag (1072)","Solid robot",,1711665428699
985,264,3045,unknown,false,true,false,"[]","[ss, ss, sm, sm, ss, ss, sm, ss, ss]",0,false,0,11550,0,1,0,2,2,3,"27jaydenl (1072)","Good at scoring bad at moving it, no defense,",,1711665443095
986,24,604,unknown,true,true,true,"[ss, ss]","[sm, ss, ss, ss, ss, ss, ss, sm, ss, sm, sm, sm, ts]",2,false,3000,0,0,4,0,4,3,3,"27eval (1072)","Many times notes went inside the speaker then bounced out",,1711665455530
987,25,1r,red,true,true,false,"[ss, ss]","[as, am, am, am]",1,false,10150,8800,0,0,0,0,0,0,"kratosss (4135)","115",,1711665920411
988,25,3045,unknown,false,false,false,"[]","[sm, ss, ss]",0,false,0,15000,0,3,0,2,3,2,"kratosss (4135)","",,1711665923663
989,265,3045,unknown,false,true,false,"[]","[ss, ss, sa, sm, sm, ss, ss]",0,false,0,25000,0,0,0,0,0,0,"26arturov (1072)","Bricked at start of teleop",,1711665936838
990,265,971,unknown,true,true,true,"[ss, sm]","[ss, sa, as, ss]",2,true,17800,12000,0,2,0,3,3,2,"27jaydenl (1072)","Passed rings up to other teammates, good aim",,1711665937079
991,25,3045,unknown,false,false,false,"[]","[ss, ss, sm, sm, ss, ss, ss]",0,false,0,24300,0,2,0,2,2,2,"27eval (1072)","",,1711665937592
992,25,115,unknown,false,false,false,"[ss, ss, sm, sm]","[as, am, am]",1,false,9750,0,0,2,0,2,2,1,"24aeliyag (1072)","Note got stuck in intake",,1711665943164
993,265,3r,red,false,true,false,"[ss]","[as, as, ss, ss, ss, ss, as, ss]",0,false,0,30950,0,3,2,4,1,4,"kratoss (4135)","2643\nDark Matter\nShooter broke near end, fell backwards and wouldn’t move afterwards ",,1711665978734
994,26,1323,unknown,false,true,false,"[ss]","[ss, ss, ss, ss, sm]",2,false,0,0,0,4,2,4,3,4,"kratosss (4135)","",,1711666493436
995,26,1323,unknown,false,false,false,"[ss]","[ss, ss, as, as, ss, ss, ss, sm, sm]",2,false,24700,9300,0,4,1,4,3,3,"kratoss (4135)","",,1711666495956
996,266,604,unknown,true,true,true,"[ss]","[as, as, ss, sa, sa, ss, sm, as, ss, ss]",2,true,10500,0,0,4,0,3,3,3,"27jaydenl (1072)","Really good shooting. Good control overall\n",,1711666503491
997,26,2r,red,true,true,true,"[ss, ss]","[as, ss, as, ss, ss, as, as, ss, ss, ts]",2,false,5600,0,0,3,0,2,4,4,"kratosss (4135)","604",,1711666517497
998,26,5089,unknown,false,false,false,"[sm]","[ss, ss]",2,false,0,37600,0,2,0,3,3,2,"27eval (1072)","",,1711666526480
999,26,5089,unknown,false,true,false,"[ss]","[ss]",2,false,0,38950,0,3,2,2,0,2,"kratosss (4135)","had technical issues near the middle.",,1711666555081
1000,27,3r,red,false,true,false,"[]","[ss, ss, ss, ss, sm, ss, ss, ss, ss, ss, ss]",2,false,9000,15000,0,0,0,0,0,0,"kratosss (4135)","1072",,1711666936943
1001,27,7528,unknown,true,true,false,"[as, as]","[as, as, as, as, as]",1,false,0,0,0,3,1,3,2,2,"kratosss (4135)","As far as I’ve seen, they only score for the amp",,1711666985180
1002,27,2r,red,true,true,true,"[sm, ss, ss]","[sm, sm, ss, ss, sm, ss, as, am, as, ss, ss]",1,false,0,0,0,2,0,3,4,3,"kratosss (4135)","6962",,1711666996410
1003,28,1323,unknown,true,true,true,"[ss, ss, ss, ss, ss]","[sm, as, ss, ss, ss, as, ss, sa, ss, sa, ss, ss]",2,false,18850,0,0,3,2,4,3,3,"kratoss (4135)","",,1711667412478
1004,27,3r,red,false,false,false,"[]","[ss, sm, ss, ss]",2,false,0,8700,0,2,0,3,4,2,"kratosss (4135)","2035",,1711667414368
1005,267,6884,unknown,false,true,true,"[sm, sm]","[ss, sm, ss, ss, sm, sm, sm, sm]",0,false,0,0,0,2,0,3,3,4,"25georgec (1072)","9006 not 6884\n",,1711667423607
1006,28,668,unknown,false,false,false,"[ss]","[sm, sm, sm, as, as, sm, as, as]",1,false,0,0,0,1,0,2,1,1,"27williamj (1072)","Inconsistent intake and missed a lot",,1711667427532
1007,28,1323,unknown,true,true,true,"[ss, ss, ss, ss, ss, ss]","[as, as, sa, sa, as, as, sa, sa, sa, sa, sa, ts]",2,false,19000,0,0,4,2,4,4,4,"kratosss (4135)","",,1711667446922
1008,28,2r,red,true,true,false,"[sm, sm]","[sm, ss, ss, ss, sm, sm, sm, sm, sm]",1,false,0,3000,0,1,0,2,4,4,"kratosss (4135)","9006",,1711667449279
1009,267,2035,unknown,false,true,false,"[]","[ss, sm, ss, ss, sm, sm]",1,false,1050,7700,13150,1,2,3,1,1,"27aanikak (1072)","pretty fast but a lot of the match was just driving around. they werent doing defense or scoring",,1711667474767
1010,27,668,unknown,false,false,false,"[]","[sm, sm, as, as, sm, as, as]",1,false,450,15000,0,3,1,3,3,2,"kratosss (4135)","",,1711667483242
1011,267,1323,unknown,true,true,true,"[ss, ss, ss, ss, ss]","[as, sa, as, sa, ss, ss, ts]",2,false,19100,0,0,4,0,4,3,4,"27elijahl (1072)","1323 well rounded strategy.\nGood aiton. Did amp shots, reg speaker, and amplified speaker shots. Some nice long range shots from the center line. Also did q lot of shooting the notes to their alliance area for them to score.",,1711667555044
1012,29,100,unknown,false,false,false,"[]","[]",0,false,0,0,0,0,0,0,0,0,"kratosss (4135)","Not present",,1711667778940
1013,29,604,unknown,true,true,true,"[ss, ss, ss, ss, ss]","[as, as, ss, ss, as, as, ss, as, ss, ss]",2,false,23800,0,0,4,2,4,3,3,"kratoss (4135)","",,1711667897391
1014,29,604,unknown,true,true,true,"[as, as, as, as, as]","[as, as, sa, as, as, ss, as, as, ss, ss, ts]",2,false,18800,0,0,3,4,3,4,4,"kratosss (4135)","",,1711667901143
1015,268,1072,unknown,false,true,false,"[]","[ss, ss, ss, ss, as, ss, sm, ss, ss, sm]",0,false,0,0,0,2,0,3,3,4,"25georgec (1072)","",,1711667902288
1016,29,3r,red,false,false,false,"[]","[as, as, as, as]",2,false,0,20950,0,2,0,2,2,4,"kratosss (4135)","4765",,1711667908603
1017,29,2r,red,true,false,false,"[]","[as]",2,false,32400,9700,4000,0,1,2,4,0,"kratosss (4135)","253",,1711667915377
1018,29,253,unknown,true,false,false,"[ss]","[am]",3,false,6900,0,0,1,0,1,4,0,"25brendonh (1072)","Rlly bad, kept driving like one swerve module was not working but the broken swerve kept switching. Doesn’t have ground pickup",,1711667998959
1019,268,4765,unknown,true,true,false,"[]","[as, as, as, as, am, am]",2,false,17100,24050,0,1,0,2,1,0,"27aanikak (1072)","pretty good they didnt do any speaker though. their whole match was just amp and trap. ",,1711668031293
1020,268,604,unknown,true,true,true,"[ss, ss, ss, ss, ss, ss]","[as, as, sa, sa, as, as, as, sa, sa]",2,false,18600,0,0,0,0,0,0,0,"27elijahl (1072)","604\nAll around good, very active and got q bunch of amplified by itself.",,1711668150421
1021,30,3r,red,false,false,false,"[]","[ss, ss, ss, ss, ss, ss]",2,false,0,10300,0,2,0,4,3,2,"kratosss (4135)","2035",,1711668327565
1022,30,4171,unknown,false,true,false,"[sm]","[as]",2,true,19300,0,0,2,1,3,4,2,"kratosss (4135)","issues with notes getting stuck on top of robot",,1711668332808
1023,269,2b,blue,false,true,false,"[sm]","[as, am, am]",2,false,0,0,0,3,0,3,3,4,"25georgec (1072)","Robot for note stuck on it\n4135",,1711668333293
1024,30,115,unknown,true,true,false,"[]","[as, am, as, ss, ss, ss, as, as, sa, as, as, sa]",1,false,0,0,0,4,0,3,4,4,"25brendonh (1072)","Really good cycle times, consistent intake, good robot overall",,1711668340666
1025,30,2r,red,false,true,true,"[sm]","[as, am, as, sm, as, as, ss, ss, as, as, ss]",1,false,0,4000,0,3,0,3,4,4,"kratosss (4135)","115",,1711668342761
1026,30,3b,blue,false,false,false,"[]","[sm, sm]",1,true,20600,9550,0,0,0,1,0,0,"27williamj (1072)","6506\nSlow and driver did not control the bot well. Missed every shot ",,1711668348924
1027,269,6506,unknown,true,false,false,"[]","[sm, sm]",0,true,22000,0,0,0,0,1,1,0,"26arturov (1072)","Source bovery long cycle times, speaker shot not powerful enough to shoot into speaker",,1711668357872
1028,269,2035,unknown,true,true,false,"[]","[sm, ss, ss, ss, ss]",0,true,0,9950,1050,0,1,2,3,1,"27aanikak (1072)","so basically the driver wasnt that good at controlling the robot and it kept crashing into the walls. they wasted a lot of time",,1711668466721
1029,271,3r,red,true,true,false,"[]","[am, am, am, as, am, am, as, am]",0,false,0,23150,0,1,0,2,3,0,"kratoss (4135)","4255\n",,1711669180048
1030,270,649,unknown,true,true,false,"[ss]","[sm, ss, ss, sm, sm, ss, sm, ss, ss, ss]",0,false,0,0,0,0,0,0,0,0,"25georgec (1072)","Had turret\nDid some passing",,1711669180728
1031,31,3b,blue,true,true,false,"[ss, ss, sm]","[ss, ss, as, as, ss]",0,false,0,36200,4750,2,1,1,1,3,"27williamj (1072)","100\nConsistent scoring both speaker and amplifier, but bricked in the middle and began colliding with teammates",,1711669204376
1032,270,4255,unknown,true,true,false,"[]","[sm, sm, sm, as, as, as, as]",0,false,0,12500,1050,1,0,1,1,1,"27aanikak (1072)","hit the other teams intake off (604)\nkinda slow\nbumped into walls a bunch ",,1711669249545
1033,270,6962,unknown,false,true,false,"[sm, sm, sm, ss]","[as, as, sa, as, sa, ss]",0,false,0,0,0,4,0,3,1,3,"27elijahl (1072)","6962\nOverall good, missed most of the auton shots. Fairly fast, has ground intake, no defense. A bit fragile.",,1711669267605
1034,272,4135,unknown,false,true,false,"[sm]","[am, sm, am, sm, as, as, am]",0,false,0,0,0,3,0,3,2,3,"25georgec (1072)","",,1711669709976
1035,272,3r,red,true,true,false,"[]","[ss, sm, ss, ss, as, sm]",2,false,9100,14250,0,3,1,3,3,4,"kratoss (4135)","1072",,1711669730229
1036,272,1072,unknown,true,true,false,"[ss, ss]","[sm, ss, sm, ss, ss, sm]",2,false,10600,4400,1250,4,4,4,4,4,"27aanikak (1072)","good job guys",,1711669742350
1037,32,3b,blue,false,false,false,"[]","[ss, ss, as, am, as, ss, ss, am, sm, sm]",3,false,2500,0,0,3,0,1,1,2,"27williamj (1072)","668\nGood driving and consistent shooting in the beginning but missed a lot in the second half.",,1711669743893
1038,32,3045,unknown,true,true,false,"[ss]","[sm, ss, ss, ss, sm, ss, sm, ss, ss]",1,false,9800,0,0,3,0,0,4,2,"25brendonh (1072)","REALLY slow, missed climb, consistent shooting\n",,1711669760779
1039,272,5089,unknown,false,false,false,"[sm]","[ss, ss, sm, sa, ss]",0,false,3000,0,0,2,0,2,2,1,"27elijahl (1072)","5089\nNo ground intake. Aim alright. Shooter failed in autons. No trap scoring ability, but it does have a climbing mechanism.",,1711669812214
1040,273,1323,unknown,true,true,true,"[ss, ss, ss, ss, ss]","[ss, ss, ss, ss, ts]",2,false,0,0,0,4,0,4,4,4,"25georgec (1072)","Goated robot\nDid a lot of passing",,1711670174695
1041,33,3b,blue,false,false,false,"[ss]","[sm, ss, sm, ss, ss]",0,false,0,0,0,1,0,0,1,2,"27williamj (1072)","5171\nSlow and missed a few times. Took a long time to aim shots.",,1711670186460
1042,273,3r,red,true,true,false,"[ss, ss]","[sm, am, am, am, ss, ss]",1,false,0,10150,0,2,3,3,4,4,"kratoss (4135)","3669\nKept trying to shoot into amp and speaker from across the field",,1711670203801
1043,273,3669,unknown,true,true,false,"[ss]","[ss, sm, sm, sm, sm, ss, ss]",1,false,9950,18050,3050,0,1,0,2,1,"27aanikak (1072)","slow. it misses a lot and the driving was reckless",,1711670221122
1044,273,1b,blue,true,true,false,"[]","[as, as, sa, as, sa, sa]",2,false,13700,0,0,3,0,3,2,3,"27elijahl (1072)","5104\nAuton was incomplete. Combo of amps + speaker. Climbing mechanism has two independent claws. Fairly fast ",,1711670221816
1045,274,5089,unknown,false,true,false,"[ss]","[ss]",2,false,0,0,0,2,3,3,3,0,"25georgec (1072)","",,1711670721020
1046,34,1r,red,false,false,false,"[ss]","[ss, sm, ss, sm, ss, ss]",0,false,0,0,0,2,1,2,2,3,"kratosss (4135)","1072",,1711670721585
1047,274,3r,red,false,true,false,"[ss]","[as, as, as]",1,false,0,16400,12350,3,2,2,4,4,"kratoss (4135)","3045\nGear Gremlins\n",,1711670722401
1048,274,5089,unknown,true,true,false,"[ss, sm]","[ss, ss, sm, as, as]",2,true,6300,0,25650,2,3,2,3,3,"27jaydenl (1072)","Slow but could screen out defenders",,1711670736787
1049,274,5700,unknown,true,true,false,"[sm, ss]","[ss, sa, ss, ss, ss]",0,false,0,0,0,2,0,1,3,3,"26arturov (1072)","Long cycle times, but accurate and effective",,1711670740306
1050,34,4135,unknown,false,true,false,"[sm]","[am, as, as, as]",0,false,5600,0,0,2,0,2,2,3,"25sophiaz (1072)","- pretty good amp but note would get stuck in the shooter/placer sometimes \n- climb a bit slow",,1711670816966
1051,34,1072,unknown,true,true,false,"[ss]","[sm, ss, ss, ss, sm, sm, ss]",0,false,0,0,0,2,0,3,3,2,"26katherinew (1072)","I LOVE THEM!!!!\nNote shooting could have been a bit more accurate",,1711670819575
1052,275,5171,unknown,true,true,false,"[sm]","[sm, sm, ss]",0,false,0,0,0,1,2,2,1,1,"25pranavs (1072)","really slow scoring",,1711671188132
1053,35,1r,red,false,true,false,"[]","[ss, ss, sm, ss, sa, ss, ss, ss, ss, ts]",2,false,14950,15000,0,4,1,4,4,4,"kratosss (4135)","1323",,1711671195815
1054,35,1323,unknown,false,true,false,"[]","[ss, ss, ss, ss, ss, ss, ts]",2,true,0,0,0,4,0,4,4,4,"26katherinew (1072)","",,1711671198822
1055,275,3r,red,false,true,false,"[sm]","[sm, ss, ss, ss, ss, ss]",1,false,0,7150,0,3,2,3,4,3,"kratoss (4135)","9006",,1711671213119
1056,35,6506,unknown,true,false,false,"[]","[sm]",0,false,7900,28450,3550,1,0,0,1,1,"25sophiaz (1072)","- bot sometimes just wandered in middle area not really doing anything\n- no climb",,1711671221810
1057,275,668,unknown,true,true,true,"[sm, sm]","[as, ss, ss, sa, sm, as, sm, as]",2,true,12150,0,0,3,0,2,2,3,"27jaydenl (1072)","Maintained pretty good control through out",,1711671223654
1058,35,3257,unknown,true,false,false,"[sm, sm]","[sm, as, sa, sm, ss, sm, ss]",1,false,0,0,0,2,0,2,2,2,"24aeliyag (1072)","Decent bot, a little hard to intake fast.",,1711671231112
1059,275,9006,unknown,false,false,false,"[]","[ss, ss, ss, ss, ss]",0,false,0,0,0,2,0,2,3,1,"25agastyar (1072)","can go under stage",,1711671240121
1060,276,1280,unknown,true,true,false,"[]","[ss, ss, as, sm, sm]",0,false,0,0,0,2,2,2,2,3,"25pranavs (1072)","kinda slow scoring ngl ",,1711671656976
1061,276,6665,unknown,false,false,false,"[]","[]",0,false,0,85200,0,0,0,0,0,0,"27jaydenl (1072)","Did not do anything besides hide behind amplifier\n",,1711671716537
1062,276,2035,unknown,true,false,false,"[sm]","[ss, ss]",2,false,0,0,0,0,0,0,0,0,"25agastyar (1072)","",,1711671718635
1063,276,1280,unknown,false,true,false,"[ss, ss, sm]","[ss, sm, ss, sm, ss, sm, sm, ss, sm]",2,false,10800,0,0,1,0,2,2,2,"27spencerm (1072)","Bot was ok but fixed angle of shooting and weak shooter caused many misses",,1711671734034
1064,26,3r,red,true,false,false,"[ss]","[ss, ss, ss, ss]",2,false,4650,0,0,2,0,3,2,2,"kratosss (4135)","2035",,1711671734791
1065,36,1r,red,true,true,true,"[sm, sm, sm]","[sm, ss, ss, ss, ss, ss, ss, ss, ss, ss, ss]",1,false,11700,1000,0,3,1,4,4,3,"kratosss (4135)","6962",,1711671738831
1066,36,6962,unknown,false,false,false,"[sm, sm, sm, sm]","[ss, ss, ss, ss, sm, sm, ss, ss, ss, ss]",1,false,4250,0,0,2,0,3,2,2,"24aeliyag (1072)","Autons didn’t work by overall a decent robot",,1711671741823
1067,36,6962,unknown,true,true,true,"[sm, sm, sm]","[ss, sm, ss, ss, ss, ss, ss, ss, ss, ss]",1,false,0,0,0,3,0,4,3,4,"26katherinew (1072)","Pretty stable robot",,1711671758098
1068,36,3669,unknown,false,true,false,"[]","[ss, ss, ss]",2,false,16850,14000,0,2,1,2,1,2,"kratoss (4135)","had some trouble starting in the beginning",,1711671764851
1069,276,2b,blue,false,false,false,"[]","[]",0,false,0,150000,0,2,2,2,2,2,"kratosss (4135)","6665, no autonomous, seemed to completely turn off as soon it moved.",,1711671788590
1070,36,3669,unknown,false,true,false,"[]","[ss, sm, ss, ss, ss, ts]",2,false,15350,0,0,3,0,2,2,3,"25sophiaz (1072)","- missed 1 speaker shot/a little slow at first but got a lot more consistent later on\n- auton didnt run?",,1711671798245
1071,36,2r,red,true,true,false,"[]","[]",1,false,0,16900,0,0,0,1,0,0,"kratosss (4135)","7777\n\nPart of the robot broke off, 2 notes got stuck in the robot",,1711671825382
1072,37,1r,red,false,false,false,"[]","[]",0,false,0,90550,0,0,0,0,0,0,"kratosss (4135)","7528",,1711672164327
1073,277,1280,unknown,false,false,false,"[]","[sm, ss, ss]",0,false,0,0,0,1,2,2,2,2,"25pranavs (1072)","",,1711672164992
1074,37,7528,unknown,false,false,false,"[]","[]",0,false,0,125350,0,0,0,0,0,0,"26katherinew (1072)","Basically a brick ",,1711672167990
1075,37,115,unknown,true,true,false,"[ss, ss, ss, sm]","[as, as, sa, as, ss, as]",1,false,0,0,0,3,2,4,2,3,"kratoss (4135)","",,1711672173193
1076,277,5104,unknown,true,true,false,"[ss]","[ss, ss, ss, sa, sm, sm]",2,true,16800,0,0,2,0,3,2,3,"27jaydenl (1072)","Not much issue at all",,1711672174794
1077,37,3r,red,false,false,false,"[sm]","[]",2,false,8650,27600,0,2,0,2,2,2,"kratosss (4135)","6884",,1711672193223
1078,277,1280,unknown,false,true,false,"[sm]","[sa, sm, sm, sm, sm, ss, ss]",0,false,0,0,0,0,0,2,2,1,"27spencerm (1072)","Missed shots due to fixed angle and weak shooter\nSometimes shot notes randomly out of bounds on the sides\nDunno what their drive team was thinking",,1711672203412
1079,37,2r,red,true,true,false,"[ss, ss, ss, ss]","[ss, ss, ss, ss]",1,false,0,32000,0,0,0,1,0,4,"kratosss (4135)","1072\n\nGood at aim, very unstable and went slowly",,1711672215672
1080,277,2b,blue,false,true,false,"[]","[ss, ss, ss, ss, as]",2,false,17600,16000,0,0,0,0,0,0,"kratosss (4135)","5104, solid robot with mixed strategy and quick drivers, seem to break its shooter halfway through the match, no autonomous.\n",,1711672247204
1081,37,115,unknown,true,true,false,"[ss, ss, ss]","[ss, ss, ss, sm, sa, as, as]",0,false,4600,0,0,3,0,3,2,3,"27aanikak (1072)","- fast cycles\n- really smooth movement",,1711672344592
1082,38,1r,red,true,true,true,"[ss, ss, ss, ss, ss]","[ss, as, sm, sm, sm, sm, sm, sm, sm, ts]",2,false,13850,1000,0,3,0,3,3,3,"kratosss (4135)","604",,1711672952955
